SMA,year,emp
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",1996,3463396.8277172116
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",1997,3670206.4357638475
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",1998,7245173.016201243
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",1999,7360243.016723275
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2000,7587418.017620504
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2001,7725235.017942429
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2002,7448742.017028719
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2003,7412849.00023368
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2004,7439710.00022836
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2005,7463978.000293955
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2006,7598464.0002836585
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2007,7657071.000279874
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2008,7671371.000005305
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2009,7352779.000004068
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2010,7254639.000005618
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2011,7311095.000006333
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2012,7481610.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2013,7596984.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2014,7662881.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2015,7810426.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2016,8027375.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2017,7770211.0
"Boston-Worcester-Lawrence, MA-NH-ME-CT ",2018,7923279.0
"Brownsville-Harlingen-San Benito, TX",1975,19031.317659189455
"Brownsville-Harlingen-San Benito, TX",1976,20520.709448852267
"Brownsville-Harlingen-San Benito, TX",1977,21211.955723108105
"Brownsville-Harlingen-San Benito, TX",1978,22790.342149891723
"Brownsville-Harlingen-San Benito, TX",1979,25147.049940931167
"Brownsville-Harlingen-San Benito, TX",1980,25748.968577133455
"Brownsville-Harlingen-San Benito, TX",1981,26850.2294768459
"Brownsville-Harlingen-San Benito, TX",1982,29492.406712268345
"Brownsville-Harlingen-San Benito, TX",1983,24766.77368520266
"Brownsville-Harlingen-San Benito, TX",1984,24775.09944030871
"Brownsville-Harlingen-San Benito, TX",1985,24391.273183678863
"Brownsville-Harlingen-San Benito, TX",1986,22363.00746231484
"Brownsville-Harlingen-San Benito, TX",1987,22735.418226558468
"Brownsville-Harlingen-San Benito, TX",1988,22944.37852307236
"Brownsville-Harlingen-San Benito, TX",1989,24750.656527543044
"Brownsville-Harlingen-San Benito, TX",1990,24384.137809625692
"Brownsville-Harlingen-San Benito, TX",1991,24167.89960106378
"Brownsville-Harlingen-San Benito, TX",1992,27826.194303654236
"Brownsville-Harlingen-San Benito, TX",1993,30876.500438364415
"Brownsville-Harlingen-San Benito, TX",1994,32385.183115238357
"Brownsville-Harlingen-San Benito, TX",1995,33111.438293214545
"Brownsville-Harlingen-San Benito, TX",1996,32564.120835244452
"Brownsville-Harlingen-San Benito, TX",1997,33537.535767030924
"Brownsville-Harlingen-San Benito, TX",1998,79104.00014436245
"Brownsville-Harlingen-San Benito, TX",1999,83134.00014619529
"Brownsville-Harlingen-San Benito, TX",2000,85857.00014702976
"Brownsville-Harlingen-San Benito, TX",2001,86260.00013948977
"Brownsville-Harlingen-San Benito, TX",2002,87905.000148803
"Brownsville-Harlingen-San Benito, TX",2003,92387.00000442564
"Brownsville-Harlingen-San Benito, TX",2004,90777.00000330806
"Brownsville-Harlingen-San Benito, TX",2005,91441.00000587106
"Brownsville-Harlingen-San Benito, TX",2006,95565.00000658631
"Brownsville-Harlingen-San Benito, TX",2007,98419.00000621378
"Brownsville-Harlingen-San Benito, TX",2008,102857.0
"Brownsville-Harlingen-San Benito, TX",2009,99649.0
"Brownsville-Harlingen-San Benito, TX",2010,98682.0
"Brownsville-Harlingen-San Benito, TX",2011,99037.0
"Brownsville-Harlingen-San Benito, TX",2012,102564.0
"Brownsville-Harlingen-San Benito, TX",2013,99109.0
"Brownsville-Harlingen-San Benito, TX",2014,100713.0
"Brownsville-Harlingen-San Benito, TX",2015,104506.0
"Brownsville-Harlingen-San Benito, TX",2016,108517.0
"Brownsville-Harlingen-San Benito, TX",2017,99302.0
"Brownsville-Harlingen-San Benito, TX",2018,105148.0
"Bryan-College Station, TX",1975,4397.734471130595
"Bryan-College Station, TX",1976,5483.308615943707
"Bryan-College Station, TX",1977,7251.608158693502
"Bryan-College Station, TX",1978,8496.78907752728
"Bryan-College Station, TX",1979,9276.02202486568
"Bryan-College Station, TX",1980,10322.794638866337
"Bryan-College Station, TX",1981,10238.43763176906
"Bryan-College Station, TX",1982,12612.381752654015
"Bryan-College Station, TX",1983,13110.597862999106
"Bryan-College Station, TX",1984,13422.8465233562
"Bryan-College Station, TX",1985,13725.522073487897
"Bryan-College Station, TX",1986,11573.70955334176
"Bryan-College Station, TX",1987,10978.332906434407
"Bryan-College Station, TX",1988,12739.298833160985
"Bryan-College Station, TX",1989,13067.948937562243
"Bryan-College Station, TX",1990,13401.016121020182
"Bryan-College Station, TX",1991,14022.5178021215
"Bryan-College Station, TX",1992,14240.36571162868
"Bryan-College Station, TX",1993,17421.597131344013
"Bryan-College Station, TX",1994,17878.46234161095
"Bryan-College Station, TX",1995,18573.987548874848
"Bryan-College Station, TX",1996,18515.7394533418
"Bryan-College Station, TX",1997,19108.22144944066
"Bryan-College Station, TX",1998,42706.00007735193
"Bryan-College Station, TX",1999,45305.00009506941
"Bryan-College Station, TX",2000,47118.00011919439
"Bryan-College Station, TX",2001,47541.00012308359
"Bryan-College Station, TX",2002,49896.00012494624
"Bryan-College Station, TX",2003,50345.0
"Bryan-College Station, TX",2004,51186.00000013411
"Bryan-College Station, TX",2005,51335.0
"Bryan-College Station, TX",2006,52422.0
"Bryan-College Station, TX",2007,52723.0000000149
"Bryan-College Station, TX",2008,54762.0
"Bryan-College Station, TX",2009,54740.0
"Bryan-College Station, TX",2010,53860.0
"Bryan-College Station, TX",2011,53950.0
"Bryan-College Station, TX",2012,54992.0
"Bryan-College Station, TX",2013,57227.0
"Bryan-College Station, TX",2014,61425.0
"Bryan-College Station, TX",2015,64324.0
"Bryan-College Station, TX",2016,66209.0
"Bryan-College Station, TX",2017,60468.0
"Bryan-College Station, TX",2018,62903.0
"Buffalo-Niagara Falls, NY",1975,216875.3264111999
"Buffalo-Niagara Falls, NY",1976,215845.03223095628
"Buffalo-Niagara Falls, NY",1977,227187.78780616607
"Buffalo-Niagara Falls, NY",1978,233169.20818703124
"Buffalo-Niagara Falls, NY",1979,240225.55105325714
"Buffalo-Niagara Falls, NY",1980,235203.07450885014
"Buffalo-Niagara Falls, NY",1981,223276.78735080082
"Buffalo-Niagara Falls, NY",1982,211923.30264690632
"Buffalo-Niagara Falls, NY",1983,198422.67559397427
"Buffalo-Niagara Falls, NY",1984,199544.0434883568
"Buffalo-Niagara Falls, NY",1985,206578.90963721892
"Buffalo-Niagara Falls, NY",1986,200484.60774962616
"Buffalo-Niagara Falls, NY",1987,204198.23826079548
"Buffalo-Niagara Falls, NY",1988,217209.62965883946
"Buffalo-Niagara Falls, NY",1989,222206.7684876076
"Buffalo-Niagara Falls, NY",1990,225492.1558841952
"Buffalo-Niagara Falls, NY",1991,212137.25317312172
"Buffalo-Niagara Falls, NY",1992,213901.6724687792
"Buffalo-Niagara Falls, NY",1993,219257.02868207125
"Buffalo-Niagara Falls, NY",1994,219267.1792509409
"Buffalo-Niagara Falls, NY",1995,225353.27897116638
"Buffalo-Niagara Falls, NY",1996,223485.69132608213
"Buffalo-Niagara Falls, NY",1997,225386.8070831909
"Buffalo-Niagara Falls, NY",1998,462889.00104644895
"Buffalo-Niagara Falls, NY",1999,457102.0010590404
"Buffalo-Niagara Falls, NY",2000,474134.0010689795
"Buffalo-Niagara Falls, NY",2001,470688.0010739267
"Buffalo-Niagara Falls, NY",2002,465835.00099883974
"Buffalo-Niagara Falls, NY",2003,471669.0000052601
"Buffalo-Niagara Falls, NY",2004,472361.00000555813
"Buffalo-Niagara Falls, NY",2005,470786.00000552833
"Buffalo-Niagara Falls, NY",2006,477777.00000593066
"Buffalo-Niagara Falls, NY",2007,468058.0000053197
"Buffalo-Niagara Falls, NY",2008,469127.0000001341
"Buffalo-Niagara Falls, NY",2009,457904.0000002682
"Buffalo-Niagara Falls, NY",2010,455491.0000001341
"Buffalo-Niagara Falls, NY",2011,463869.0
"Buffalo-Niagara Falls, NY",2012,471016.0
"Buffalo-Niagara Falls, NY",2013,472123.0
"Buffalo-Niagara Falls, NY",2014,473959.0
"Buffalo-Niagara Falls, NY",2015,476564.0
"Buffalo-Niagara Falls, NY",2016,478452.0
"Buffalo-Niagara Falls, NY",2017,448133.0
"Buffalo-Niagara Falls, NY",2018,456784.0
"Burlington, VT",1975,18380.049520400335
"Burlington, VT",1976,18548.965168650022
"Burlington, VT",1977,20952.63292955191
"Burlington, VT",1978,23573.213952088077
"Burlington, VT",1979,26950.10889006446
"Burlington, VT",1980,27950.965642765343
"Burlington, VT",1981,29614.4601045601
"Burlington, VT",1982,30532.595801979816
"Burlington, VT",1983,29711.26058432998
"Burlington, VT",1984,31537.684042519657
"Burlington, VT",1985,34201.9439170749
"Burlington, VT",1986,31983.92437909289
"Burlington, VT",1987,36555.98330063069
"Burlington, VT",1988,37964.11893143261
"Burlington, VT",1989,39425.74385289878
"Burlington, VT",1990,37426.379995613686
"Burlington, VT",1991,35765.43710835171
"Burlington, VT",1992,36868.50631918145
"Burlington, VT",1993,40192.751471547366
"Burlington, VT",1994,40293.75481890069
"Burlington, VT",1995,40930.838047898564
"Burlington, VT",1996,41520.65295823802
"Burlington, VT",1997,43243.819257949304
"Burlington, VT",1998,87589.00021503866
"Burlington, VT",1999,91764.00023171306
"Burlington, VT",2000,95369.0002296567
"Burlington, VT",2001,100725.00023406744
"Burlington, VT",2002,97821.00023449957
"Burlington, VT",2003,95954.00000236928
"Burlington, VT",2004,95548.0000026375
"Burlington, VT",2005,95409.0000026375
"Burlington, VT",2006,96451.0000026375
"Burlington, VT",2007,97444.00000303984
"Burlington, VT",2008,101335.0
"Burlington, VT",2009,98135.0
"Burlington, VT",2010,97763.0
"Burlington, VT",2011,97056.0
"Burlington, VT",2012,96291.0
"Burlington, VT",2013,101941.0
"Burlington, VT",2014,99524.0
"Burlington, VT",2015,101974.0
"Burlington, VT",2016,104063.0
"Burlington, VT",2017,81828.0
"Burlington, VT",2018,84445.0
"Canton-Massillon, OH",1975,79834.36069209743
"Canton-Massillon, OH",1976,75774.41094624954
"Canton-Massillon, OH",1977,77701.04242444139
"Canton-Massillon, OH",1978,83846.77398430594
"Canton-Massillon, OH",1979,88369.59944914897
"Canton-Massillon, OH",1980,86031.19643727316
"Canton-Massillon, OH",1981,81631.24629219729
"Canton-Massillon, OH",1982,78488.171517915
"Canton-Massillon, OH",1983,69805.62277267754
"Canton-Massillon, OH",1984,74430.11857219046
"Canton-Massillon, OH",1985,74512.20588233438
"Canton-Massillon, OH",1986,70225.96387404384
"Canton-Massillon, OH",1987,72301.81633954843
"Canton-Massillon, OH",1988,79065.2386258463
"Canton-Massillon, OH",1989,82218.63229568809
"Canton-Massillon, OH",1990,81169.36159339851
"Canton-Massillon, OH",1991,80494.78512363455
"Canton-Massillon, OH",1992,79882.80541345113
"Canton-Massillon, OH",1993,82124.8098681326
"Canton-Massillon, OH",1994,83443.58185681731
"Canton-Massillon, OH",1995,87223.87445101596
"Canton-Massillon, OH",1996,86874.07265708022
"Canton-Massillon, OH",1997,88279.0724242158
"Canton-Massillon, OH",1998,165757.0003940016
"Canton-Massillon, OH",1999,162406.00037690997
"Canton-Massillon, OH",2000,168782.00038143992
"Canton-Massillon, OH",2001,169910.0003889799
"Canton-Massillon, OH",2002,162468.00035101175
"Canton-Massillon, OH",2003,163127.0000001192
"Canton-Massillon, OH",2004,157101.0000001341
"Canton-Massillon, OH",2005,162200.0000000298
"Canton-Massillon, OH",2006,161708.0000001341
"Canton-Massillon, OH",2007,159021.00000025332
"Canton-Massillon, OH",2008,154111.0
"Canton-Massillon, OH",2009,141395.0
"Canton-Massillon, OH",2010,137505.0
"Canton-Massillon, OH",2011,139280.0
"Canton-Massillon, OH",2012,143362.0
"Canton-Massillon, OH",2013,144489.0
"Canton-Massillon, OH",2014,143292.0
"Canton-Massillon, OH",2015,147457.0
"Canton-Massillon, OH",2016,148297.0
"Canton-Massillon, OH",2017,131598.0
"Canton-Massillon, OH",2018,135753.0
"Casper, WY",1975,7837.481546672894
"Casper, WY",1976,8620.92049821294
"Casper, WY",1977,11438.741077186864
"Casper, WY",1978,14096.320532061329
"Casper, WY",1979,14600.370207142652
"Casper, WY",1980,15898.344131394239
"Casper, WY",1981,17040.905409971034
"Casper, WY",1982,17494.003203179895
"Casper, WY",1983,12625.686232049657
"Casper, WY",1984,12084.33874718281
"Casper, WY",1985,11726.991889422348
"Casper, WY",1986,9072.66246706561
"Casper, WY",1987,8576.087159186764
"Casper, WY",1988,8826.047326768043
"Casper, WY",1989,8598.62151621121
"Casper, WY",1990,9215.436719162417
"Casper, WY",1991,9843.292869954028
"Casper, WY",1992,9644.585110602859
"Casper, WY",1993,9829.223681041343
"Casper, WY",1994,10729.629782058953
"Casper, WY",1995,10189.042662508453
"Casper, WY",1996,9929.231872067368
"Casper, WY",1997,11086.885939241685
"Casper, WY",1998,24391.000083461404
"Casper, WY",1999,26422.00008779764
"Casper, WY",2000,26981.000093504786
"Casper, WY",2001,27315.000096052885
"Casper, WY",2002,27488.000101417303
"Casper, WY",2003,28225.0
"Casper, WY",2004,29890.0
"Casper, WY",2005,30221.0
"Casper, WY",2006,32614.0
"Casper, WY",2007,35514.0
"Casper, WY",2008,37196.0
"Casper, WY",2009,34632.0
"Casper, WY",2010,32563.0
"Casper, WY",2011,32217.0
"Casper, WY",2012,34913.0
"Casper, WY",2013,35606.0
"Casper, WY",2014,35975.0
"Casper, WY",2015,36046.0
"Casper, WY",2016,32891.0
"Casper, WY",2017,26300.0
"Casper, WY",2018,27767.0
"Cedar Rapids, IA",1975,41156.64305808601
"Cedar Rapids, IA",1976,40591.98018076392
"Cedar Rapids, IA",1977,42486.300572604494
"Cedar Rapids, IA",1978,44380.09182374097
"Cedar Rapids, IA",1979,47974.79962091811
"Cedar Rapids, IA",1980,49281.76372481136
"Cedar Rapids, IA",1981,45362.23255131307
"Cedar Rapids, IA",1982,43208.13830967067
"Cedar Rapids, IA",1983,39944.83698652068
"Cedar Rapids, IA",1984,40237.11004543256
"Cedar Rapids, IA",1985,40966.9338125752
"Cedar Rapids, IA",1986,40676.172831752876
"Cedar Rapids, IA",1987,43355.786226817494
"Cedar Rapids, IA",1988,37475.75959528927
"Cedar Rapids, IA",1989,40005.98758338187
"Cedar Rapids, IA",1990,40145.95618619402
"Cedar Rapids, IA",1991,38451.85183816689
"Cedar Rapids, IA",1992,44404.54017062663
"Cedar Rapids, IA",1993,47956.17285104006
"Cedar Rapids, IA",1994,48802.6183502795
"Cedar Rapids, IA",1995,45317.51205631888
"Cedar Rapids, IA",1996,46545.67126674045
"Cedar Rapids, IA",1997,49006.16357859794
"Cedar Rapids, IA",1998,110228.0002168417
"Cedar Rapids, IA",1999,109759.00024549663
"Cedar Rapids, IA",2000,114264.00024525821
"Cedar Rapids, IA",2001,111370.00023429096
"Cedar Rapids, IA",2002,108776.00022424757
"Cedar Rapids, IA",2003,105513.0
"Cedar Rapids, IA",2004,104307.00000245869
"Cedar Rapids, IA",2005,104143.00000293553
"Cedar Rapids, IA",2006,106874.00000318885
"Cedar Rapids, IA",2007,110507.00000350177
"Cedar Rapids, IA",2008,113027.0
"Cedar Rapids, IA",2009,114340.00000013411
"Cedar Rapids, IA",2010,112546.0
"Cedar Rapids, IA",2011,113538.0
"Cedar Rapids, IA",2012,114598.0
"Cedar Rapids, IA",2013,115651.0
"Cedar Rapids, IA",2014,116326.0
"Cedar Rapids, IA",2015,120446.0
"Cedar Rapids, IA",2016,121526.0
"Cedar Rapids, IA",2017,99454.0
"Cedar Rapids, IA",2018,96665.0
"Champaign-Urbana, IL",1975,17066.2910597418
"Champaign-Urbana, IL",1976,17958.563740641523
"Champaign-Urbana, IL",1977,19421.169975704594
"Champaign-Urbana, IL",1978,21686.429880948217
"Champaign-Urbana, IL",1979,22118.09000079199
"Champaign-Urbana, IL",1980,21833.45309735172
"Champaign-Urbana, IL",1981,21448.140350914655
"Champaign-Urbana, IL",1982,21709.76429600388
"Champaign-Urbana, IL",1983,20972.224642666617
"Champaign-Urbana, IL",1984,21192.179027551734
"Champaign-Urbana, IL",1985,21433.76854097878
"Champaign-Urbana, IL",1986,22189.587730646523
"Champaign-Urbana, IL",1987,24116.32775819874
"Champaign-Urbana, IL",1988,26867.684501091975
"Champaign-Urbana, IL",1989,26611.058842724706
"Champaign-Urbana, IL",1990,27468.428493007705
"Champaign-Urbana, IL",1991,27525.733511426846
"Champaign-Urbana, IL",1992,29294.185199533164
"Champaign-Urbana, IL",1993,30173.270730575015
"Champaign-Urbana, IL",1994,30088.108836303843
"Champaign-Urbana, IL",1995,31057.012714350378
"Champaign-Urbana, IL",1996,32102.44809264165
"Champaign-Urbana, IL",1997,34161.04788930298
"Champaign-Urbana, IL",1998,67096.00015102327
"Champaign-Urbana, IL",1999,68413.00014060736
"Champaign-Urbana, IL",2000,70505.00015340745
"Champaign-Urbana, IL",2001,71011.00015206635
"Champaign-Urbana, IL",2002,68890.00016127527
"Champaign-Urbana, IL",2003,71229.0
"Champaign-Urbana, IL",2004,69615.0
"Champaign-Urbana, IL",2005,71849.0
"Champaign-Urbana, IL",2006,73704.0
"Champaign-Urbana, IL",2007,72165.0
"Champaign-Urbana, IL",2008,71525.0
"Champaign-Urbana, IL",2009,68598.0
"Champaign-Urbana, IL",2010,68288.0
"Champaign-Urbana, IL",2011,67249.0
"Champaign-Urbana, IL",2012,67828.0
"Champaign-Urbana, IL",2013,67255.0
"Champaign-Urbana, IL",2014,68444.0
"Champaign-Urbana, IL",2015,68821.0
"Champaign-Urbana, IL",2016,69374.0
"Champaign-Urbana, IL",2017,51804.0
"Champaign-Urbana, IL",2018,56503.0
"Charleston, WV",1975,41983.41351075006
"Charleston, WV",1976,44545.23280643493
"Charleston, WV",1977,43807.81121814482
"Charleston, WV",1978,44774.83287574509
"Charleston, WV",1979,48708.03548922586
"Charleston, WV",1980,46700.87734191312
"Charleston, WV",1981,46470.09402868584
"Charleston, WV",1982,45017.12420379377
"Charleston, WV",1983,41247.21985192126
"Charleston, WV",1984,37936.23367066872
"Charleston, WV",1985,37008.39954989743
"Charleston, WV",1986,34592.44780274686
"Charleston, WV",1987,33931.17838787148
"Charleston, WV",1988,36718.75289344304
"Charleston, WV",1989,37464.17318262443
"Charleston, WV",1990,38694.373807699
"Charleston, WV",1991,39895.85671827642
"Charleston, WV",1992,38180.06296523108
"Charleston, WV",1993,40072.60222341686
"Charleston, WV",1994,40005.58075713844
"Charleston, WV",1995,41235.88703365093
"Charleston, WV",1996,43351.87333542289
"Charleston, WV",1997,47180.509964589066
"Charleston, WV",1998,103777.0002951622
"Charleston, WV",1999,103043.00028295815
"Charleston, WV",2000,106915.0002682656
"Charleston, WV",2001,106969.00025755167
"Charleston, WV",2002,111981.0002643466
"Charleston, WV",2003,109717.00000013411
"Charleston, WV",2004,110498.00000013411
"Charleston, WV",2005,105682.00000013411
"Charleston, WV",2006,110931.00000013411
"Charleston, WV",2007,108454.0
"Charleston, WV",2008,108656.0
"Charleston, WV",2009,106809.0
"Charleston, WV",2010,105610.0
"Charleston, WV",2011,103249.0
"Charleston, WV",2012,104053.0
"Charleston, WV",2013,104665.0
"Charleston, WV",2014,104832.0
"Charleston, WV",2015,102204.0
"Charleston, WV",2016,101396.0
"Charleston, WV",2017,80017.0
"Charleston, WV",2018,85294.0
"Charleston-North Charleston, SC",1975,35734.51928556197
"Charleston-North Charleston, SC",1976,38805.9742149039
"Charleston-North Charleston, SC",1977,38397.60445656859
"Charleston-North Charleston, SC",1978,43695.65178431631
"Charleston-North Charleston, SC",1979,47266.471228295275
"Charleston-North Charleston, SC",1980,47717.58819406012
"Charleston-North Charleston, SC",1981,48774.64650442463
"Charleston-North Charleston, SC",1982,49540.02795239464
"Charleston-North Charleston, SC",1983,48414.24566485616
"Charleston-North Charleston, SC",1984,53684.12198429377
"Charleston-North Charleston, SC",1985,56589.01427118258
"Charleston-North Charleston, SC",1986,56040.33506722325
"Charleston-North Charleston, SC",1987,60291.58301958793
"Charleston-North Charleston, SC",1988,63609.83358452442
"Charleston-North Charleston, SC",1989,67458.91423463584
"Charleston-North Charleston, SC",1990,70196.6958137205
"Charleston-North Charleston, SC",1991,68038.70356835338
"Charleston-North Charleston, SC",1992,70056.65994989783
"Charleston-North Charleston, SC",1993,73859.4387199716
"Charleston-North Charleston, SC",1994,75524.31060494755
"Charleston-North Charleston, SC",1995,77567.0151599863
"Charleston-North Charleston, SC",1996,79181.27669599018
"Charleston-North Charleston, SC",1997,88286.52736023405
"Charleston-North Charleston, SC",1998,203966.00034181774
"Charleston-North Charleston, SC",1999,213406.00038036704
"Charleston-North Charleston, SC",2000,217456.0004284382
"Charleston-North Charleston, SC",2001,223873.00042837858
"Charleston-North Charleston, SC",2002,207654.00041346252
"Charleston-North Charleston, SC",2003,217899.00000163913
"Charleston-North Charleston, SC",2004,222290.00000154972
"Charleston-North Charleston, SC",2005,234168.00000107288
"Charleston-North Charleston, SC",2006,239665.00000031292
"Charleston-North Charleston, SC",2007,247619.00000059605
"Charleston-North Charleston, SC",2008,246762.0
"Charleston-North Charleston, SC",2009,232954.00000080466
"Charleston-North Charleston, SC",2010,228364.00000029802
"Charleston-North Charleston, SC",2011,235290.00000028312
"Charleston-North Charleston, SC",2012,243246.0
"Charleston-North Charleston, SC",2013,246731.0
"Charleston-North Charleston, SC",2014,255975.0
"Charleston-North Charleston, SC",2015,262699.0
"Charleston-North Charleston, SC",2016,275362.0
"Charleston-North Charleston, SC",2017,252414.0
"Charleston-North Charleston, SC",2018,263467.0
"Charlotte-Gastonia-Rock Hill, NC-SC",1975,184608.6143242202
"Charlotte-Gastonia-Rock Hill, NC-SC",1976,193460.32574465763
"Charlotte-Gastonia-Rock Hill, NC-SC",1977,205253.31008883132
"Charlotte-Gastonia-Rock Hill, NC-SC",1978,223535.69828124047
"Charlotte-Gastonia-Rock Hill, NC-SC",1979,239863.73268336875
"Charlotte-Gastonia-Rock Hill, NC-SC",1980,244572.3701016268
"Charlotte-Gastonia-Rock Hill, NC-SC",1981,240261.98999280715
"Charlotte-Gastonia-Rock Hill, NC-SC",1982,242576.2353168591
"Charlotte-Gastonia-Rock Hill, NC-SC",1983,242690.75215361363
"Charlotte-Gastonia-Rock Hill, NC-SC",1984,258455.26612308453
"Charlotte-Gastonia-Rock Hill, NC-SC",1985,261175.4103283912
"Charlotte-Gastonia-Rock Hill, NC-SC",1986,244687.15742032434
"Charlotte-Gastonia-Rock Hill, NC-SC",1987,268081.74395129905
"Charlotte-Gastonia-Rock Hill, NC-SC",1988,296892.66648548783
"Charlotte-Gastonia-Rock Hill, NC-SC",1989,298509.6950559178
"Charlotte-Gastonia-Rock Hill, NC-SC",1990,303600.405585287
"Charlotte-Gastonia-Rock Hill, NC-SC",1991,289064.496345883
"Charlotte-Gastonia-Rock Hill, NC-SC",1992,301250.6161030433
"Charlotte-Gastonia-Rock Hill, NC-SC",1993,316033.48273193766
"Charlotte-Gastonia-Rock Hill, NC-SC",1994,327295.1827620558
"Charlotte-Gastonia-Rock Hill, NC-SC",1995,344786.91208795935
"Charlotte-Gastonia-Rock Hill, NC-SC",1996,355007.96093811747
"Charlotte-Gastonia-Rock Hill, NC-SC",1997,375790.5154801345
"Charlotte-Gastonia-Rock Hill, NC-SC",1998,720418.0021241605
"Charlotte-Gastonia-Rock Hill, NC-SC",1999,751745.0024082065
"Charlotte-Gastonia-Rock Hill, NC-SC",2000,778843.0024634004
"Charlotte-Gastonia-Rock Hill, NC-SC",2001,805885.0023241788
"Charlotte-Gastonia-Rock Hill, NC-SC",2002,783607.0022235513
"Charlotte-Gastonia-Rock Hill, NC-SC",2003,799929.0000016689
"Charlotte-Gastonia-Rock Hill, NC-SC",2004,776046.0000020117
"Charlotte-Gastonia-Rock Hill, NC-SC",2005,790555.0000025481
"Charlotte-Gastonia-Rock Hill, NC-SC",2006,832660.000001803
"Charlotte-Gastonia-Rock Hill, NC-SC",2007,872265.000001505
"Charlotte-Gastonia-Rock Hill, NC-SC",2008,874314.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2009,819211.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2010,777700.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2011,787008.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2012,825689.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2013,854573.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2014,868579.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2015,898998.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2016,929001.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2017,846467.0
"Charlotte-Gastonia-Rock Hill, NC-SC",2018,899233.0
"Charlottesville, VA",1975,12934.818967735626
"Charlottesville, VA",1976,13842.114653262914
"Charlottesville, VA",1977,14728.177642893204
"Charlottesville, VA",1978,15649.63007283395
"Charlottesville, VA",1979,16484.17186370377
"Charlottesville, VA",1980,17283.878759970976
"Charlottesville, VA",1981,16833.082457204928
"Charlottesville, VA",1982,16953.518477492908
"Charlottesville, VA",1983,17825.411590219923
"Charlottesville, VA",1984,19209.92863308084
"Charlottesville, VA",1985,18979.704365475627
"Charlottesville, VA",1986,18637.902287034743
"Charlottesville, VA",1987,19595.4500040054
"Charlottesville, VA",1988,21367.169805059144
"Charlottesville, VA",1989,22161.92401219999
"Charlottesville, VA",1990,21887.375974794628
"Charlottesville, VA",1991,20685.457150297796
"Charlottesville, VA",1992,20209.098946316033
"Charlottesville, VA",1993,22481.47728543704
"Charlottesville, VA",1994,23057.158578357692
"Charlottesville, VA",1995,23716.330698452148
"Charlottesville, VA",1996,24880.226255831796
"Charlottesville, VA",1997,25618.58241188579
"Charlottesville, VA",1998,63361.0001218915
"Charlottesville, VA",1999,65817.00012814999
"Charlottesville, VA",2000,67792.00016774237
"Charlottesville, VA",2001,67418.00016331673
"Charlottesville, VA",2002,67422.00015959144
"Charlottesville, VA",2003,67367.00000026822
"Charlottesville, VA",2004,67578.00000037253
"Charlottesville, VA",2005,68692.00000035763
"Charlottesville, VA",2006,73020.00000040233
"Charlottesville, VA",2007,74072.00000031292
"Charlottesville, VA",2008,74653.0
"Charlottesville, VA",2009,71989.0
"Charlottesville, VA",2010,71403.0
"Charlottesville, VA",2011,71490.0
"Charlottesville, VA",2012,72590.0
"Charlottesville, VA",2013,73064.0
"Charlottesville, VA",2014,75217.0
"Charlottesville, VA",2015,77105.0
"Charlottesville, VA",2016,78669.0
"Charlottesville, VA",2017,58002.0
"Charlottesville, VA",2018,59319.0
"Chattanooga, TN-GA",1975,73539.31235277987
"Chattanooga, TN-GA",1976,79373.1494515104
"Chattanooga, TN-GA",1977,80141.18992171167
"Chattanooga, TN-GA",1978,85446.33838885825
"Chattanooga, TN-GA",1979,88886.45227965599
"Chattanooga, TN-GA",1980,85295.55446141525
"Chattanooga, TN-GA",1981,79737.17183464284
"Chattanooga, TN-GA",1982,76163.51473268046
